"","Year","Length","Sex","Shell","Legal","N","lenclass"
"50",1987,64,1,1,0,6,64
"51",1987,65,1,1,0,6,64
"52",1987,66,1,1,0,4,64
"53",1987,67,1,1,0,6,64
"54",1987,68,1,1,0,6,64
"55",1987,69,1,1,0,10,64
"56",1987,70,1,1,0,7,64
"57",1987,71,1,1,0,8,64
"58",1987,72,1,1,0,6,64
"59",1987,73,1,1,0,11,64
"60",1987,73,1,2,0,0,64
"61",1987,74,1,1,0,12,74
"62",1987,75,1,1,0,8,74
"63",1987,75,1,2,0,1,74
"64",1987,76,1,1,0,19,74
"65",1987,77,1,1,0,22,74
"66",1987,77,1,2,0,0,74
"67",1987,78,1,1,0,30,74
"68",1987,79,1,1,0,19,74
"69",1987,79,1,2,0,1,74
"70",1987,80,1,1,0,21,74
"71",1987,81,1,1,0,24,74
"72",1987,82,1,1,0,38,74
"73",1987,83,1,1,0,23,74
"74",1987,83,1,2,0,0,74
"75",1987,84,1,1,0,26,84
"76",1987,84,1,2,0,0,84
"77",1987,85,1,1,0,29,84
"78",1987,85,1,2,0,1,84
"79",1987,86,1,1,0,30,84
"80",1987,86,1,2,0,1,84
"81",1987,87,1,1,0,28,84
"82",1987,87,1,2,0,2,84
"83",1987,88,1,1,0,38,84
"84",1987,88,1,2,0,1,84
"85",1987,89,1,1,0,32,84
"86",1987,89,1,2,0,1,84
"87",1987,90,1,1,0,49,84
"88",1987,90,1,2,0,4,84
"89",1987,91,1,1,0,52,84
"90",1987,91,1,2,0,5,84
"91",1987,92,1,1,0,36,84
"92",1987,92,1,2,0,3,84
"93",1987,93,1,1,0,47,84
"94",1987,93,1,2,0,5,84
"95",1987,94,1,1,0,37,94
"96",1987,94,1,2,0,4,94
"97",1987,95,1,1,0,50,94
"98",1987,95,1,2,0,3,94
"99",1987,96,1,1,0,41,94
"100",1987,96,1,2,0,1,94
"101",1987,97,1,1,0,44,94
"102",1987,97,1,2,0,3,94
"103",1987,98,1,1,0,37,94
"104",1987,98,1,2,0,5,94
"105",1987,99,1,1,0,33,94
"106",1987,99,1,2,0,10,94
"107",1987,100,1,1,0,36,94
"108",1987,100,1,2,0,5,94
"109",1987,101,1,1,0,39,94
"110",1987,101,1,2,0,8,94
"111",1987,102,1,1,0,36,94
"112",1987,102,1,2,0,5,94
"113",1987,103,1,1,0,26,94
"114",1987,103,1,2,0,3,94
"115",1987,104,1,1,0,9,104
"116",1987,104,1,2,0,4,104
"117",1987,105,1,1,0,12,104
"118",1987,105,1,2,0,0,104
"119",1987,106,1,1,0,7,104
"120",1987,106,1,2,0,1,104
"121",1987,107,1,1,0,6,104
"122",1987,108,1,1,0,2,104
"123",1987,109,1,1,0,0,104
"124",1987,110,1,1,0,1,104
"132",1988,64,1,1,0,0,64
"133",1988,64,1,2,0,0,64
"134",1988,65,1,1,0,1,64
"135",1988,65,1,2,0,1,64
"136",1988,66,1,1,0,1,64
"137",1988,66,1,2,0,1,64
"138",1988,67,1,1,0,0,64
"139",1988,68,1,1,0,1,64
"140",1988,69,1,1,0,1,64
"141",1988,70,1,1,0,2,64
"142",1988,71,1,1,0,1,64
"143",1988,72,1,1,0,2,64
"144",1988,73,1,1,0,0,64
"145",1988,73,1,2,0,0,64
"146",1988,74,1,1,0,0,74
"147",1988,74,1,2,0,0,74
"148",1988,75,1,1,0,2,74
"149",1988,75,1,2,0,1,74
"150",1988,76,1,1,0,1,74
"151",1988,76,1,2,0,0,74
"152",1988,77,1,1,0,1,74
"153",1988,77,1,2,0,1,74
"154",1988,78,1,1,0,4,74
"155",1988,78,1,2,0,1,74
"156",1988,79,1,1,0,2,74
"157",1988,79,1,2,0,1,74
"158",1988,80,1,1,0,3,74
"159",1988,80,1,2,0,1,74
"160",1988,81,1,1,0,6,74
"161",1988,81,1,2,0,0,74
"162",1988,82,1,1,0,6,74
"163",1988,82,1,2,0,3,74
"164",1988,83,1,1,0,4,74
"165",1988,83,1,2,0,0,74
"166",1988,84,1,1,0,5,84
"167",1988,84,1,2,0,2,84
"168",1988,85,1,1,0,8,84
"169",1988,85,1,2,0,2,84
"170",1988,86,1,1,0,5,84
"171",1988,86,1,2,0,2,84
"172",1988,87,1,1,0,13,84
"173",1988,87,1,2,0,2,84
"174",1988,88,1,1,0,10,84
"175",1988,88,1,2,0,0,84
"176",1988,89,1,1,0,12,84
"177",1988,89,1,2,0,2,84
"178",1988,90,1,1,0,14,84
"179",1988,90,1,2,0,3,84
"180",1988,91,1,1,0,13,84
"181",1988,91,1,2,0,6,84
"182",1988,92,1,1,0,10,84
"183",1988,92,1,2,0,2,84
"184",1988,93,1,1,0,18,84
"185",1988,93,1,2,0,2,84
"186",1988,94,1,1,0,25,94
"187",1988,94,1,2,0,8,94
"188",1988,95,1,1,0,29,94
"189",1988,95,1,2,0,4,94
"190",1988,96,1,1,0,27,94
"191",1988,96,1,2,0,3,94
"192",1988,97,1,1,0,34,94
"193",1988,97,1,2,0,8,94
"194",1988,98,1,1,0,38,94
"195",1988,98,1,2,0,7,94
"196",1988,99,1,1,0,31,94
"197",1988,99,1,2,0,8,94
"198",1988,100,1,1,0,44,94
"199",1988,100,1,2,0,8,94
"200",1988,101,1,1,0,39,94
"201",1988,101,1,2,0,6,94
"202",1988,102,1,1,0,39,94
"203",1988,102,1,2,0,9,94
"204",1988,103,1,1,0,38,94
"205",1988,103,1,2,0,8,94
"206",1988,104,1,1,0,36,104
"207",1988,104,1,2,0,6,104
"208",1988,105,1,1,0,20,104
"209",1988,105,1,2,0,7,104
"210",1988,106,1,1,0,15,104
"211",1988,106,1,2,0,6,104
"212",1988,107,1,1,0,10,104
"213",1988,107,1,2,0,7,104
"214",1988,108,1,1,0,7,104
"215",1988,108,1,2,0,1,104
"216",1988,109,1,1,0,5,104
"217",1988,109,1,2,0,3,104
"218",1988,110,1,1,0,4,104
"219",1988,110,1,2,0,1,104
"220",1988,111,1,1,0,2,104
"229",1989,64,1,1,0,2,64
"230",1989,64,1,2,0,1,64
"231",1989,65,1,1,0,4,64
"232",1989,65,1,2,0,2,64
"233",1989,66,1,1,0,6,64
"234",1989,67,1,1,0,9,64
"235",1989,68,1,1,0,1,64
"236",1989,68,1,2,0,7,64
"237",1989,69,1,1,0,8,64
"238",1989,69,1,2,0,0,64
"239",1989,70,1,1,0,7,64
"240",1989,70,1,2,0,1,64
"241",1989,71,1,1,0,9,64
"242",1989,71,1,2,0,1,64
"243",1989,72,1,1,0,16,64
"244",1989,72,1,2,0,5,64
"245",1989,73,1,1,0,9,64
"246",1989,73,1,2,0,1,64
"247",1989,74,1,1,0,19,74
"248",1989,74,1,2,0,2,74
"249",1989,75,1,1,0,23,74
"250",1989,75,1,2,0,0,74
"251",1989,76,1,1,0,18,74
"252",1989,76,1,2,0,4,74
"253",1989,77,1,1,0,14,74
"254",1989,77,1,2,0,3,74
"255",1989,78,1,1,0,25,74
"256",1989,78,1,2,0,2,74
"257",1989,79,1,1,0,20,74
"258",1989,79,1,2,0,4,74
"259",1989,80,1,1,0,26,74
"260",1989,80,1,2,0,3,74
"261",1989,81,1,1,0,10,74
"262",1989,81,1,2,0,5,74
"263",1989,82,1,1,0,19,74
"264",1989,82,1,2,0,10,74
"265",1989,83,1,1,0,19,74
"266",1989,83,1,2,0,1,74
"267",1989,84,1,1,0,26,84
"268",1989,84,1,2,0,4,84
"269",1989,85,1,1,0,25,84
"270",1989,85,1,2,0,7,84
"271",1989,86,1,1,0,21,84
"272",1989,86,1,2,0,4,84
"273",1989,87,1,1,0,16,84
"274",1989,87,1,2,0,10,84
"275",1989,88,1,1,0,16,84
"276",1989,88,1,2,0,4,84
"277",1989,89,1,1,0,26,84
"278",1989,89,1,2,0,4,84
"279",1989,90,1,1,0,36,84
"280",1989,90,1,2,0,9,84
"281",1989,91,1,1,0,14,84
"282",1989,91,1,2,0,2,84
"283",1989,92,1,1,0,40,84
"284",1989,92,1,2,0,11,84
"285",1989,93,1,1,0,22,84
"286",1989,93,1,2,0,12,84
"287",1989,94,1,1,0,27,94
"288",1989,94,1,2,0,14,94
"289",1989,95,1,1,0,28,94
"290",1989,95,1,2,0,6,94
"291",1989,96,1,1,0,16,94
"292",1989,96,1,2,0,6,94
"293",1989,97,1,1,0,28,94
"294",1989,97,1,2,0,14,94
"295",1989,98,1,1,0,28,94
"296",1989,98,1,2,0,15,94
"297",1989,99,1,1,0,25,94
"298",1989,99,1,2,0,16,94
"299",1989,100,1,1,0,24,94
"300",1989,100,1,2,0,11,94
"301",1989,101,1,1,0,11,94
"302",1989,101,1,2,0,14,94
"303",1989,102,1,1,0,12,94
"304",1989,102,1,2,0,10,94
"305",1989,103,1,1,0,17,94
"306",1989,103,1,2,0,3,94
"307",1989,104,1,1,0,8,104
"308",1989,104,1,2,0,9,104
"309",1989,105,1,1,0,9,104
"310",1989,105,1,2,0,7,104
"311",1989,106,1,1,0,0,104
"312",1989,106,1,2,0,7,104
"313",1989,107,1,1,0,3,104
"314",1989,107,1,2,0,0,104
"315",1989,108,1,1,0,2,104
"316",1989,108,1,2,0,2,104
"317",1989,109,1,1,0,1,104
"318",1989,110,1,1,0,1,104
"319",1989,111,1,1,0,0,104
"320",1989,112,1,1,0,1,104
"331",1990,64,1,1,0,3,64
"332",1990,64,1,2,0,1,64
"333",1990,65,1,1,0,1,64
"334",1990,65,1,2,0,1,64
"335",1990,66,1,1,0,2,64
"336",1990,66,1,2,0,3,64
"337",1990,67,1,1,0,2,64
"338",1990,68,1,1,0,5,64
"339",1990,69,1,1,0,4,64
"340",1990,69,1,2,0,0,64
"341",1990,70,1,1,0,5,64
"342",1990,70,1,2,0,1,64
"343",1990,71,1,1,0,6,64
"344",1990,71,1,2,0,0,64
"345",1990,72,1,1,0,9,64
"346",1990,72,1,2,0,1,64
"347",1990,73,1,1,0,3,64
"348",1990,73,1,2,0,1,64
"349",1990,74,1,1,0,5,74
"350",1990,74,1,2,0,2,74
"351",1990,75,1,1,0,10,74
"352",1990,75,1,2,0,0,74
"353",1990,76,1,1,0,10,74
"354",1990,76,1,2,0,1,74
"355",1990,77,1,1,0,11,74
"356",1990,77,1,2,0,0,74
"357",1990,78,1,1,0,12,74
"358",1990,78,1,2,0,1,74
"359",1990,79,1,1,0,21,74
"360",1990,79,1,2,0,2,74
"361",1990,80,1,1,0,17,74
"362",1990,80,1,2,0,1,74
"363",1990,81,1,1,0,11,74
"364",1990,81,1,2,0,1,74
"365",1990,82,1,1,0,9,74
"366",1990,82,1,2,0,1,74
"367",1990,83,1,1,0,9,74
"368",1990,83,1,2,0,0,74
"369",1990,84,1,1,0,17,84
"370",1990,84,1,2,0,2,84
"371",1990,85,1,1,0,16,84
"372",1990,85,1,2,0,0,84
"373",1990,86,1,1,0,16,84
"374",1990,86,1,2,0,2,84
"375",1990,87,1,1,0,9,84
"376",1990,87,1,2,0,0,84
"377",1990,88,1,1,0,14,84
"378",1990,88,1,2,0,1,84
"379",1990,89,1,1,0,9,84
"380",1990,89,1,2,0,2,84
"381",1990,90,1,1,0,16,84
"382",1990,90,1,2,0,2,84
"383",1990,91,1,1,0,8,84
"384",1990,91,1,2,0,0,84
"385",1990,92,1,1,0,18,84
"386",1990,92,1,2,0,1,84
"387",1990,93,1,1,0,14,84
"388",1990,93,1,2,0,0,84
"389",1990,94,1,1,0,20,94
"390",1990,94,1,2,0,2,94
"391",1990,95,1,1,0,15,94
"392",1990,95,1,2,0,3,94
"393",1990,96,1,1,0,19,94
"394",1990,96,1,2,0,2,94
"395",1990,97,1,1,0,12,94
"396",1990,97,1,2,0,3,94
"397",1990,98,1,1,0,15,94
"398",1990,98,1,2,0,1,94
"399",1990,99,1,1,0,6,94
"400",1990,99,1,2,0,5,94
"401",1990,100,1,1,0,14,94
"402",1990,100,1,2,0,5,94
"403",1990,101,1,1,0,18,94
"404",1990,101,1,2,0,2,94
"405",1990,102,1,1,0,15,94
"406",1990,102,1,2,0,4,94
"407",1990,103,1,1,0,5,94
"408",1990,104,1,1,0,5,104
"409",1990,104,1,2,0,1,104
"410",1990,105,1,1,0,1,104
"411",1990,105,1,2,0,1,104
"412",1990,106,1,1,0,2,104
"413",1990,106,1,2,0,1,104
"414",1990,107,1,1,0,0,104
"415",1990,108,1,1,0,4,104
"416",1990,109,1,1,0,3,104
"417",1990,110,1,1,0,2,104
"418",1990,111,1,1,0,0,104
"419",1990,113,1,1,0,2,104
"430",1992,64,1,1,0,2,64
"431",1992,65,1,1,0,7,64
"432",1992,66,1,1,0,3,64
"433",1992,67,1,1,0,8,64
"434",1992,68,1,1,0,6,64
"435",1992,69,1,1,0,8,64
"436",1992,69,1,2,0,1,64
"437",1992,70,1,1,0,3,64
"438",1992,71,1,1,0,11,64
"439",1992,71,1,2,0,0,64
"440",1992,72,1,1,0,5,64
"441",1992,72,1,2,0,2,64
"442",1992,73,1,1,0,12,64
"443",1992,73,1,2,0,0,64
"444",1992,74,1,1,0,7,74
"445",1992,74,1,2,0,1,74
"446",1992,75,1,1,0,5,74
"447",1992,75,1,2,0,2,74
"448",1992,76,1,1,0,6,74
"449",1992,76,1,2,0,2,74
"450",1992,77,1,1,0,10,74
"451",1992,77,1,2,0,0,74
"452",1992,78,1,1,0,11,74
"453",1992,78,1,2,0,1,74
"454",1992,79,1,1,0,9,74
"455",1992,80,1,1,0,10,74
"456",1992,81,1,1,0,11,74
"457",1992,81,1,2,0,0,74
"458",1992,82,1,1,0,18,74
"459",1992,82,1,2,0,2,74
"460",1992,83,1,1,0,12,74
"461",1992,83,1,2,0,3,74
"462",1992,84,1,1,0,22,84
"463",1992,84,1,2,0,1,84
"464",1992,85,1,1,0,15,84
"465",1992,85,1,2,0,2,84
"466",1992,86,1,1,0,15,84
"467",1992,86,1,2,0,0,84
"468",1992,87,1,1,0,14,84
"469",1992,87,1,2,0,1,84
"470",1992,88,1,1,0,18,84
"471",1992,88,1,2,0,1,84
"472",1992,89,1,1,0,24,84
"473",1992,89,1,2,0,2,84
"474",1992,90,1,1,0,15,84
"475",1992,90,1,2,0,1,84
"476",1992,91,1,1,0,19,84
"477",1992,91,1,2,0,2,84
"478",1992,92,1,1,0,15,84
"479",1992,92,1,2,0,0,84
"480",1992,93,1,1,0,16,84
"481",1992,93,1,2,0,1,84
"482",1992,94,1,1,0,16,94
"483",1992,94,1,2,0,0,94
"484",1992,95,1,1,0,21,94
"485",1992,95,1,2,0,1,94
"486",1992,96,1,1,0,20,94
"487",1992,96,1,2,0,2,94
"488",1992,97,1,1,0,14,94
"489",1992,97,1,2,0,3,94
"490",1992,98,1,1,0,18,94
"491",1992,98,1,2,0,2,94
"492",1992,99,1,1,0,19,94
"493",1992,99,1,2,0,3,94
"494",1992,100,1,1,0,22,94
"495",1992,100,1,2,0,4,94
"496",1992,101,1,1,0,14,94
"497",1992,101,1,2,0,1,94
"498",1992,102,1,1,0,18,94
"499",1992,102,1,2,0,5,94
"500",1992,103,1,1,0,9,94
"501",1992,103,1,2,0,2,94
"502",1992,104,1,1,0,8,104
"503",1992,104,1,2,0,4,104
"504",1992,105,1,1,0,5,104
"505",1992,105,1,2,0,0,104
"506",1992,106,1,1,0,2,104
"507",1992,107,1,1,0,2,104
"508",1992,107,1,2,0,1,104
"509",1992,108,1,1,0,0,104
"510",1992,109,1,1,0,1,104
"511",1992,110,1,1,0,1,104
"542",1994,64,1,1,0,3,64
"543",1994,64,1,2,0,3,64
"544",1994,65,1,1,0,8,64
"545",1994,65,1,2,0,9,64
"546",1994,66,1,1,0,5,64
"547",1994,66,1,2,0,7,64
"548",1994,67,1,1,0,3,64
"549",1994,67,1,2,0,8,64
"550",1994,68,1,1,0,3,64
"551",1994,68,1,2,0,2,64
"552",1994,69,1,1,0,8,64
"553",1994,69,1,2,0,11,64
"554",1994,70,1,1,0,12,64
"555",1994,70,1,2,0,6,64
"556",1994,71,1,1,0,5,64
"557",1994,71,1,2,0,0,64
"558",1994,72,1,1,0,8,64
"559",1994,72,1,2,0,9,64
"560",1994,73,1,1,0,8,64
"561",1994,73,1,2,0,6,64
"562",1994,74,1,1,0,7,74
"563",1994,74,1,2,0,4,74
"564",1994,75,1,1,0,4,74
"565",1994,75,1,2,0,7,74
"566",1994,76,1,1,0,4,74
"567",1994,76,1,2,0,6,74
"568",1994,77,1,1,0,1,74
"569",1994,77,1,2,0,7,74
"570",1994,78,1,1,0,1,74
"571",1994,78,1,2,0,2,74
"572",1994,79,1,1,0,6,74
"573",1994,79,1,2,0,12,74
"574",1994,80,1,1,0,8,74
"575",1994,80,1,2,0,8,74
"576",1994,81,1,1,0,7,74
"577",1994,81,1,2,0,3,74
"578",1994,82,1,1,0,9,74
"579",1994,82,1,2,0,9,74
"580",1994,83,1,1,0,3,74
"581",1994,83,1,2,0,5,74
"582",1994,84,1,1,0,6,84
"583",1994,84,1,2,0,5,84
"584",1994,85,1,1,0,9,84
"585",1994,85,1,2,0,16,84
"586",1994,86,1,1,0,10,84
"587",1994,86,1,2,0,8,84
"588",1994,87,1,1,0,9,84
"589",1994,87,1,2,0,28,84
"590",1994,88,1,1,0,3,84
"591",1994,88,1,2,0,5,84
"592",1994,89,1,1,0,13,84
"593",1994,89,1,2,0,14,84
"594",1994,90,1,1,0,18,84
"595",1994,90,1,2,0,16,84
"596",1994,91,1,1,0,13,84
"597",1994,91,1,2,0,10,84
"598",1994,92,1,1,0,5,84
"599",1994,92,1,2,0,8,84
"600",1994,93,1,1,0,6,84
"601",1994,93,1,2,0,18,84
"602",1994,94,1,1,0,14,94
"603",1994,94,1,2,0,16,94
"604",1994,95,1,1,0,14,94
"605",1994,95,1,2,0,27,94
"606",1994,96,1,1,0,13,94
"607",1994,96,1,2,0,22,94
"608",1994,97,1,1,0,18,94
"609",1994,97,1,2,0,19,94
"610",1994,98,1,1,0,12,94
"611",1994,98,1,2,0,20,94
"612",1994,99,1,1,0,12,94
"613",1994,99,1,2,0,28,94
"614",1994,100,1,1,0,15,94
"615",1994,100,1,2,0,19,94
"616",1994,101,1,1,0,11,94
"617",1994,101,1,2,0,20,94
"618",1994,102,1,1,0,10,94
"619",1994,102,1,2,0,22,94
"620",1994,103,1,1,0,7,94
"621",1994,103,1,2,0,12,94
"622",1994,104,1,1,0,5,104
"623",1994,104,1,2,0,12,104
"624",1994,105,1,1,0,5,104
"625",1994,105,1,2,0,12,104
"626",1994,106,1,1,0,1,104
"627",1994,106,1,2,0,6,104
"628",1994,107,1,1,0,3,104
"629",1994,107,1,2,0,4,104
"630",1994,108,1,1,0,2,104
"631",1994,108,1,2,0,2,104
"632",1994,109,1,1,0,2,104
"633",1994,109,1,2,0,2,104
"634",1994,110,1,1,0,1,104
"635",1994,110,1,2,0,2,104
"636",1994,111,1,2,0,2,104
"637",1994,113,1,2,0,1,104
"1561",2012,64,1,1,0,1,64
"1562",2012,64,1,1,0,1,64
"1563",2012,64,1,1,0,1,64
"1564",2012,64,1,1,0,1,64
"1565",2012,64,1,1,0,1,64
"1566",2012,64,1,1,0,1,64
"1567",2012,64,1,1,0,1,64
"1568",2012,64,1,1,0,1,64
"1569",2012,64,1,1,0,1,64
"1570",2012,64,1,1,0,1,64
"1571",2012,64,1,1,0,1,64
"1572",2012,64,1,1,0,1,64
"1573",2012,64,1,1,0,1,64
"1574",2012,64,1,1,0,1,64
"1575",2012,64,1,1,0,1,64
"1576",2012,64,1,1,0,1,64
"1577",2012,64,1,1,0,1,64
"1578",2012,64,1,1,0,1,64
"1579",2012,64,1,1,0,1,64
"1580",2012,65,1,1,0,1,64
"1581",2012,65,1,1,0,1,64
"1582",2012,65,1,1,0,1,64
"1583",2012,65,1,1,0,1,64
"1584",2012,65,1,1,0,1,64
"1585",2012,65,1,1,0,1,64
"1586",2012,65,1,1,0,1,64
"1587",2012,65,1,1,0,1,64
"1588",2012,65,1,1,0,1,64
"1589",2012,65,1,1,0,1,64
"1590",2012,65,1,1,0,1,64
"1591",2012,65,1,1,0,1,64
"1592",2012,65,1,1,0,1,64
"1593",2012,65,1,1,0,1,64
"1594",2012,65,1,1,0,1,64
"1595",2012,65,1,1,0,1,64
"1596",2012,65,1,1,0,1,64
"1597",2012,65,1,1,0,1,64
"1598",2012,65,1,1,0,1,64
"1599",2012,65,1,1,0,1,64
"1600",2012,65,1,1,0,1,64
"1601",2012,65,1,1,0,1,64
"1602",2012,65,1,1,0,1,64
"1603",2012,65,1,1,0,1,64
"1604",2012,65,1,1,0,1,64
"1605",2012,66,1,1,0,1,64
"1606",2012,66,1,1,0,1,64
"1607",2012,66,1,1,0,1,64
"1608",2012,66,1,1,0,1,64
"1609",2012,66,1,1,0,1,64
"1610",2012,66,1,1,0,1,64
"1611",2012,66,1,1,0,1,64
"1612",2012,66,1,1,0,1,64
"1613",2012,66,1,1,0,1,64
"1614",2012,66,1,1,0,1,64
"1615",2012,66,1,1,0,1,64
"1616",2012,66,1,1,0,1,64
"1617",2012,66,1,1,0,1,64
"1618",2012,66,1,1,0,1,64
"1619",2012,66,1,1,0,1,64
"1620",2012,66,1,1,0,1,64
"1621",2012,66,1,1,0,1,64
"1622",2012,66,1,1,0,1,64
"1623",2012,66,1,1,0,1,64
"1624",2012,66,1,1,0,1,64
"1625",2012,66,1,1,0,1,64
"1626",2012,66,1,1,0,1,64
"1627",2012,66,1,1,0,1,64
"1628",2012,67,1,1,0,1,64
"1629",2012,67,1,1,0,1,64
"1630",2012,67,1,1,0,1,64
"1631",2012,67,1,2,0,1,64
"1632",2012,67,1,1,0,1,64
"1633",2012,67,1,1,0,1,64
"1634",2012,67,1,1,0,1,64
"1635",2012,67,1,1,0,1,64
"1636",2012,67,1,1,0,1,64
"1637",2012,67,1,1,0,1,64
"1638",2012,67,1,1,0,1,64
"1639",2012,67,1,1,0,1,64
"1640",2012,67,1,1,0,1,64
"1641",2012,67,1,1,0,1,64
"1642",2012,67,1,1,0,1,64
"1643",2012,67,1,1,0,1,64
"1644",2012,67,1,1,0,1,64
"1645",2012,67,1,1,0,1,64
"1646",2012,67,1,1,0,1,64
"1647",2012,67,1,1,0,1,64
"1648",2012,67,1,1,0,1,64
"1649",2012,67,1,1,0,1,64
"1650",2012,68,1,1,0,1,64
"1651",2012,68,1,1,0,1,64
"1652",2012,68,1,1,0,1,64
"1653",2012,68,1,1,0,1,64
"1654",2012,68,1,1,0,1,64
"1655",2012,68,1,1,0,1,64
"1656",2012,68,1,1,0,1,64
"1657",2012,68,1,1,0,1,64
"1658",2012,68,1,1,0,1,64
"1659",2012,68,1,1,0,1,64
"1660",2012,68,1,1,0,1,64
"1661",2012,68,1,1,0,1,64
"1662",2012,68,1,1,0,1,64
"1663",2012,68,1,1,0,1,64
"1664",2012,68,1,1,0,1,64
"1665",2012,68,1,1,0,1,64
"1666",2012,68,1,1,0,1,64
"1667",2012,68,1,1,0,1,64
"1668",2012,68,1,1,0,1,64
"1669",2012,69,1,1,0,1,64
"1670",2012,69,1,1,0,1,64
"1671",2012,69,1,1,0,1,64
"1672",2012,69,1,1,0,1,64
"1673",2012,69,1,1,0,1,64
"1674",2012,69,1,1,0,1,64
"1675",2012,69,1,1,0,1,64
"1676",2012,69,1,1,0,1,64
"1677",2012,69,1,1,0,1,64
"1678",2012,69,1,1,0,1,64
"1679",2012,69,1,1,0,1,64
"1680",2012,69,1,1,0,1,64
"1681",2012,69,1,1,0,1,64
"1682",2012,69,1,1,0,1,64
"1683",2012,69,1,1,0,1,64
"1684",2012,69,1,1,0,1,64
"1685",2012,70,1,1,0,1,64
"1686",2012,70,1,1,0,1,64
"1687",2012,70,1,1,0,1,64
"1688",2012,70,1,1,0,1,64
"1689",2012,70,1,1,0,1,64
"1690",2012,70,1,1,0,1,64
"1691",2012,70,1,1,0,1,64
"1692",2012,70,1,1,0,1,64
"1693",2012,70,1,1,0,1,64
"1694",2012,70,1,1,0,1,64
"1695",2012,70,1,1,0,1,64
"1696",2012,70,1,1,0,1,64
"1697",2012,70,1,1,0,1,64
"1698",2012,71,1,1,0,1,64
"1699",2012,71,1,1,0,1,64
"1700",2012,71,1,1,0,1,64
"1701",2012,71,1,1,0,1,64
"1702",2012,71,1,1,0,1,64
"1703",2012,71,1,1,0,1,64
"1704",2012,71,1,1,0,1,64
"1705",2012,71,1,1,0,1,64
"1706",2012,71,1,1,0,1,64
"1707",2012,71,1,1,0,1,64
"1708",2012,71,1,1,0,1,64
"1709",2012,71,1,1,0,1,64
"1710",2012,71,1,1,0,1,64
"1711",2012,71,1,1,0,1,64
"1712",2012,71,1,1,0,1,64
"1713",2012,71,1,1,0,1,64
"1714",2012,71,1,1,0,1,64
"1715",2012,71,1,1,0,1,64
"1716",2012,71,1,1,0,1,64
"1717",2012,71,1,1,0,1,64
"1718",2012,71,1,1,0,1,64
"1719",2012,71,1,1,0,1,64
"1720",2012,72,1,1,0,1,64
"1721",2012,72,1,1,0,1,64
"1722",2012,72,1,1,0,1,64
"1723",2012,72,1,1,0,1,64
"1724",2012,72,1,1,0,1,64
"1725",2012,72,1,1,0,1,64
"1726",2012,72,1,1,0,1,64
"1727",2012,72,1,1,0,1,64
"1728",2012,72,1,1,0,1,64
"1729",2012,72,1,1,0,1,64
"1730",2012,72,1,1,0,1,64
"1731",2012,72,1,1,0,1,64
"1732",2012,72,1,1,0,1,64
"1733",2012,72,1,1,0,1,64
"1734",2012,72,1,1,0,1,64
"1735",2012,72,1,1,0,1,64
"1736",2012,72,1,1,0,1,64
"1737",2012,72,1,1,0,1,64
"1738",2012,72,1,1,0,1,64
"1739",2012,72,1,1,0,1,64
"1740",2012,72,1,1,0,1,64
"1741",2012,72,1,1,0,1,64
"1742",2012,72,1,1,0,1,64
"1743",2012,72,1,2,0,1,64
"1744",2012,73,1,1,0,1,64
"1745",2012,73,1,1,0,1,64
"1746",2012,73,1,1,0,1,64
"1747",2012,73,1,1,0,1,64
"1748",2012,73,1,1,0,1,64
"1749",2012,73,1,1,0,1,64
"1750",2012,73,1,1,0,1,64
"1751",2012,73,1,1,0,1,64
"1752",2012,73,1,1,0,1,64
"1753",2012,73,1,1,0,1,64
"1754",2012,73,1,1,0,1,64
"1755",2012,73,1,1,0,1,64
"1756",2012,73,1,1,0,1,64
"1757",2012,73,1,1,0,1,64
"1758",2012,73,1,1,0,1,64
"1759",2012,73,1,1,0,1,64
"1760",2012,74,1,1,0,1,74
"1761",2012,74,1,1,0,1,74
"1762",2012,74,1,1,0,1,74
"1763",2012,74,1,1,0,1,74
"1764",2012,74,1,1,0,1,74
"1765",2012,74,1,1,0,1,74
"1766",2012,74,1,1,0,1,74
"1767",2012,74,1,1,0,1,74
"1768",2012,74,1,1,0,1,74
"1769",2012,74,1,1,0,1,74
"1770",2012,74,1,1,0,1,74
"1771",2012,74,1,1,0,1,74
"1772",2012,74,1,1,0,1,74
"1773",2012,74,1,1,0,1,74
"1774",2012,74,1,1,0,1,74
"1775",2012,75,1,1,0,1,74
"1776",2012,75,1,1,0,1,74
"1777",2012,75,1,1,0,1,74
"1778",2012,75,1,1,0,1,74
"1779",2012,75,1,1,0,1,74
"1780",2012,75,1,1,0,1,74
"1781",2012,75,1,1,0,1,74
"1782",2012,75,1,1,0,1,74
"1783",2012,75,1,1,0,1,74
"1784",2012,75,1,1,0,1,74
"1785",2012,76,1,1,0,1,74
"1786",2012,76,1,1,0,1,74
"1787",2012,76,1,1,0,1,74
"1788",2012,76,1,1,0,1,74
"1789",2012,76,1,1,0,1,74
"1790",2012,76,1,1,0,1,74
"1791",2012,76,1,1,0,1,74
"1792",2012,76,1,1,0,1,74
"1793",2012,76,1,1,0,1,74
"1794",2012,76,1,1,0,1,74
"1795",2012,76,1,1,0,1,74
"1796",2012,76,1,1,0,1,74
"1797",2012,77,1,1,0,1,74
"1798",2012,77,1,1,0,1,74
"1799",2012,77,1,1,0,1,74
