"","Year","Length","Sex","Shell","Legal","N","lenclass"
"6342",2013,113,1,1,1,1,104
"6343",2013,113,1,1,1,1,104
"6344",2013,113,1,1,1,1,104
"6345",2013,113,1,1,1,1,104
"6346",2013,113,1,1,1,1,104
"6347",2013,113,1,1,1,1,104
"6348",2013,113,1,2,1,1,104
"6349",2013,113,1,1,1,1,104
"6350",2013,113,1,1,1,1,104
"6351",2013,113,1,1,1,1,104
"6352",2013,113,1,1,1,1,104
"6353",2013,113,1,1,1,1,104
"6354",2013,113,1,1,1,1,104
"6355",2013,113,1,1,1,1,104
"6356",2013,113,1,1,2,1,104
"6357",2013,113,1,1,1,1,104
"6358",2013,113,1,1,1,1,104
"6359",2013,113,1,1,1,1,104
"6360",2013,113,1,1,1,1,104
"6361",2013,113,1,1,1,1,104
"6362",2013,113,1,1,1,1,104
"6363",2013,113,1,1,1,1,104
"6364",2013,113,1,1,1,1,104
"6365",2013,113,1,1,1,1,104
"6366",2013,113,1,1,1,1,104
"6367",2013,113,1,1,1,1,104
"6368",2013,113,1,1,1,1,104
"6369",2013,113,1,1,1,1,104
"6370",2013,113,1,2,1,1,104
"6371",2013,113,1,1,1,1,104
"6372",2013,113,1,1,1,1,104
"6373",2013,113,1,1,1,1,104
"6374",2013,113,1,1,1,1,104
"6375",2013,113,1,2,1,1,104
"6376",2013,113,1,1,1,1,104
"6377",2013,113,1,2,1,1,104
"6378",2013,113,1,1,1,1,104
"6379",2013,113,1,1,2,1,104
"6380",2013,113,1,1,1,1,104
"6381",2013,113,1,1,1,1,104
"6382",2013,113,1,NA,1,1,104
"6383",2013,113,1,1,1,1,104
"6384",2013,113,1,1,1,1,104
"6385",2013,113,1,1,1,1,104
"6386",2013,113,1,1,1,1,104
"6387",2013,113,1,1,1,1,104
"6388",2013,113,1,1,1,1,104
"6389",2013,113,1,1,1,1,104
"6390",2013,113,1,1,1,1,104
"6391",2013,113,1,1,1,1,104
"6392",2013,113,1,1,1,1,104
"6393",2013,113,1,1,1,1,104
"6394",2013,113,1,1,1,1,104
"6395",2013,113,1,1,1,1,104
"6396",2013,113,1,1,1,1,104
"6397",2013,113,1,1,1,1,104
"6398",2013,113,1,1,1,1,104
"6399",2013,113,1,1,1,1,104
"6400",2013,113,1,1,1,1,104
"6401",2013,113,1,1,1,1,104
"6402",2013,113,1,1,1,1,104
"6403",2013,113,1,1,1,1,104
"6404",2013,113,1,1,1,1,104
"6405",2013,114,1,1,1,1,114
"6406",2013,114,1,1,1,1,114
"6407",2013,114,1,1,1,1,114
"6408",2013,114,1,1,1,1,114
"6409",2013,114,1,1,1,1,114
"6410",2013,114,1,1,1,1,114
"6411",2013,114,1,1,1,1,114
"6412",2013,114,1,1,1,1,114
"6413",2013,114,1,1,1,1,114
"6414",2013,114,1,1,1,1,114
"6415",2013,114,1,2,1,1,114
"6416",2013,114,1,1,1,1,114
"6417",2013,114,1,1,1,1,114
"6418",2013,114,1,1,1,1,114
"6419",2013,114,1,2,1,1,114
"6420",2013,114,1,1,1,1,114
"6421",2013,114,1,1,1,1,114
"6422",2013,114,1,2,1,1,114
"6423",2013,114,1,2,1,1,114
"6424",2013,114,1,1,1,1,114
"6425",2013,114,1,1,1,1,114
"6426",2013,114,1,1,1,1,114
"6427",2013,114,1,1,1,1,114
"6428",2013,114,1,2,1,1,114
"6429",2013,114,1,2,1,1,114
"6430",2013,114,1,1,1,1,114
"6431",2013,114,1,2,1,1,114
"6432",2013,114,1,1,1,1,114
"6433",2013,114,1,1,1,1,114
"6434",2013,114,1,1,1,1,114
"6435",2013,114,1,1,1,1,114
"6436",2013,114,1,1,1,1,114
"6437",2013,114,1,1,1,1,114
"6438",2013,114,1,1,1,1,114
"6439",2013,114,1,1,1,1,114
"6440",2013,114,1,1,1,1,114
"6441",2013,114,1,1,1,1,114
"6442",2013,114,1,1,2,1,114
"6443",2013,114,1,1,1,1,114
"6444",2013,114,1,2,1,1,114
"6446",2013,114,1,1,1,1,114
"6447",2013,114,1,1,1,1,114
"6448",2013,114,1,1,1,1,114
"6449",2013,114,1,1,1,1,114
"6450",2013,114,1,1,1,1,114
"6451",2013,114,1,1,1,1,114
"6452",2013,114,1,1,1,1,114
"6453",2013,114,1,1,1,1,114
"6454",2013,114,1,1,1,1,114
"6455",2013,114,1,1,1,1,114
"6456",2013,114,1,1,1,1,114
"6457",2013,114,1,1,1,1,114
"6458",2013,114,1,1,1,1,114
"6459",2013,114,1,1,1,1,114
"6460",2013,114,1,1,1,1,114
"6461",2013,114,1,NA,1,1,114
"6462",2013,114,1,NA,1,1,114
"6463",2013,114,1,1,1,1,114
"6464",2013,114,1,1,1,1,114
"6465",2013,114,1,1,1,1,114
"6466",2013,114,1,1,1,1,114
"6467",2013,114,1,1,1,1,114
"6468",2013,114,1,1,1,1,114
"6469",2013,114,1,1,1,1,114
"6470",2013,114,1,1,1,1,114
"6471",2013,114,1,2,1,1,114
"6472",2013,114,1,1,1,1,114
"6473",2013,114,1,1,1,1,114
"6474",2013,114,1,2,1,1,114
"6475",2013,114,1,1,1,1,114
"6476",2013,114,1,1,1,1,114
"6477",2013,114,1,1,1,1,114
"6478",2013,114,1,1,1,1,114
"6479",2013,114,1,1,1,1,114
"6480",2013,114,1,1,1,1,114
"6481",2013,114,1,1,1,1,114
"6482",2013,114,1,2,1,1,114
"6483",2013,114,1,1,1,1,114
"6484",2013,114,1,1,1,1,114
"6485",2013,114,1,1,1,1,114
"6486",2013,115,1,1,1,1,114
"6487",2013,115,1,1,1,1,114
"6488",2013,115,1,1,1,1,114
"6489",2013,115,1,1,1,1,114
"6490",2013,115,1,1,1,1,114
"6491",2013,115,1,1,1,1,114
"6492",2013,115,1,1,1,1,114
"6493",2013,115,1,1,1,1,114
"6494",2013,115,1,1,1,1,114
"6495",2013,115,1,1,1,1,114
"6496",2013,115,1,1,1,1,114
"6497",2013,115,1,1,1,1,114
"6498",2013,115,1,1,1,1,114
"6499",2013,115,1,1,1,1,114
"6500",2013,115,1,1,1,1,114
"6501",2013,115,1,1,1,1,114
"6502",2013,115,1,1,1,1,114
"6503",2013,115,1,1,1,1,114
"6504",2013,115,1,1,1,1,114
"6505",2013,115,1,1,1,1,114
"6506",2013,115,1,1,1,1,114
"6507",2013,115,1,1,1,1,114
"6508",2013,115,1,1,1,1,114
"6509",2013,115,1,1,1,1,114
"6510",2013,115,1,1,1,1,114
"6511",2013,115,1,1,1,1,114
"6512",2013,115,1,1,1,1,114
"6513",2013,115,1,1,1,1,114
"6514",2013,115,1,1,1,1,114
"6515",2013,115,1,1,1,1,114
"6516",2013,115,1,1,1,1,114
"6517",2013,115,1,2,1,1,114
"6518",2013,115,1,1,1,1,114
"6519",2013,115,1,2,1,1,114
"6520",2013,115,1,1,1,1,114
"6521",2013,115,1,1,1,1,114
"6522",2013,115,1,2,1,1,114
"6523",2013,115,1,1,1,1,114
"6524",2013,115,1,2,1,1,114
"6525",2013,115,1,1,1,1,114
"6526",2013,115,1,1,1,1,114
"6527",2013,115,1,1,1,1,114
"6528",2013,115,1,1,1,1,114
"6529",2013,115,1,1,1,1,114
"6530",2013,115,1,1,1,1,114
"6531",2013,115,1,1,1,1,114
"6532",2013,115,1,2,1,1,114
"6533",2013,115,1,2,1,1,114
"6534",2013,115,1,1,1,1,114
"6535",2013,115,1,1,1,1,114
"6536",2013,115,1,2,1,1,114
"6537",2013,115,1,1,1,1,114
"6538",2013,115,1,1,1,1,114
"6539",2013,115,1,1,1,1,114
"6540",2013,115,1,1,1,1,114
"6541",2013,115,1,1,1,1,114
"6542",2013,115,1,1,1,1,114
"6544",2013,115,1,1,1,1,114
"6545",2013,115,1,1,1,1,114
"6546",2013,115,1,1,1,1,114
"6547",2013,115,1,2,1,1,114
"6548",2013,115,1,1,1,1,114
"6549",2013,115,1,1,1,1,114
"6550",2013,115,1,1,1,1,114
"6551",2013,115,1,1,1,1,114
"6552",2013,115,1,1,1,1,114
"6553",2013,115,1,1,1,1,114
"6554",2013,115,1,1,1,1,114
"6555",2013,115,1,1,1,1,114
"6556",2013,115,1,1,1,1,114
"6557",2013,115,1,1,1,1,114
"6558",2013,115,1,1,1,1,114
"6559",2013,115,1,1,1,1,114
"6560",2013,115,1,1,1,1,114
"6561",2013,115,1,1,1,1,114
"6562",2013,115,1,2,1,1,114
"6563",2013,115,1,1,1,1,114
"6564",2013,115,1,1,1,1,114
"6565",2013,115,1,1,1,1,114
"6566",2013,115,1,2,1,1,114
"6567",2013,115,1,1,1,1,114
"6568",2013,115,1,1,1,1,114
"6569",2013,115,1,1,1,1,114
"6570",2013,115,1,1,1,1,114
"6571",2013,115,1,1,1,1,114
"6572",2013,115,1,1,1,1,114
"6573",2013,115,1,1,1,1,114
"6574",2013,115,1,1,1,1,114
"6575",2013,115,1,1,1,1,114
"6576",2013,115,1,1,1,1,114
"6577",2013,115,1,1,1,1,114
"6578",2013,115,1,1,1,1,114
"6579",2013,115,1,1,1,1,114
"6580",2013,115,1,1,1,1,114
"6581",2013,115,1,1,1,1,114
"6582",2013,115,1,1,1,1,114
"6583",2013,115,1,1,1,1,114
"6584",2013,115,1,1,1,1,114
"6585",2013,115,1,1,1,1,114
"6586",2013,115,1,1,1,1,114
"6587",2013,115,1,1,1,1,114
"6588",2013,115,1,1,1,1,114
"6589",2013,115,1,2,1,1,114
"6590",2013,115,1,1,1,1,114
"6591",2013,115,1,1,1,1,114
"6592",2013,115,1,1,1,1,114
"6593",2013,115,1,1,1,1,114
"6594",2013,115,1,1,1,1,114
"6595",2013,115,1,1,1,1,114
"6596",2013,115,1,1,1,1,114
"6597",2013,115,1,1,2,1,114
"6598",2013,115,1,1,1,1,114
"6599",2013,115,1,2,1,1,114
"6600",2013,115,1,1,1,1,114
"6601",2013,115,1,1,1,1,114
"6602",2013,115,1,1,1,1,114
"6603",2013,115,1,1,1,1,114
"6604",2013,115,1,1,1,1,114
"6605",2013,115,1,1,1,1,114
"6606",2013,115,1,1,1,1,114
"6607",2013,115,1,2,2,1,114
"6608",2013,115,1,2,2,1,114
"6609",2013,115,1,1,1,1,114
"6610",2013,115,1,1,1,1,114
"6611",2013,115,1,1,1,1,114
"6612",2013,115,1,1,1,1,114
"6613",2013,115,1,1,1,1,114
"6614",2013,116,1,1,1,1,114
"6615",2013,116,1,1,1,1,114
"6616",2013,116,1,1,1,1,114
"6617",2013,116,1,1,1,1,114
"6618",2013,116,1,1,1,1,114
"6619",2013,116,1,1,1,1,114
"6620",2013,116,1,1,1,1,114
"6621",2013,116,1,1,1,1,114
"6622",2013,116,1,1,1,1,114
"6623",2013,116,1,1,1,1,114
"6624",2013,116,1,1,1,1,114
"6625",2013,116,1,1,1,1,114
"6626",2013,116,1,1,1,1,114
"6627",2013,116,1,1,1,1,114
"6628",2013,116,1,2,1,1,114
"6629",2013,116,1,1,1,1,114
"6630",2013,116,1,1,1,1,114
"6631",2013,116,1,1,1,1,114
"6632",2013,116,1,1,1,1,114
"6633",2013,116,1,1,1,1,114
"6634",2013,116,1,1,1,1,114
"6635",2013,116,1,2,1,1,114
"6636",2013,116,1,1,1,1,114
"6637",2013,116,1,1,1,1,114
"6638",2013,116,1,1,1,1,114
"6639",2013,116,1,1,1,1,114
"6640",2013,116,1,1,1,1,114
"6641",2013,116,1,1,1,1,114
"6642",2013,116,1,1,1,1,114
"6643",2013,116,1,1,1,1,114
"6644",2013,116,1,1,1,1,114
"6645",2013,116,1,1,1,1,114
"6646",2013,116,1,1,1,1,114
"6647",2013,116,1,1,1,1,114
"6648",2013,116,1,1,1,1,114
"6649",2013,116,1,1,1,1,114
"6650",2013,116,1,1,1,1,114
"6651",2013,116,1,1,1,1,114
"6652",2013,116,1,1,1,1,114
"6653",2013,116,1,1,1,1,114
"6654",2013,116,1,1,1,1,114
"6656",2013,116,1,2,1,1,114
"6657",2013,116,1,1,1,1,114
"6658",2013,116,1,1,1,1,114
"6659",2013,116,1,1,1,1,114
"6660",2013,116,1,1,1,1,114
"6661",2013,116,1,1,1,1,114
"6662",2013,116,1,1,1,1,114
"6663",2013,116,1,1,1,1,114
"6664",2013,116,1,1,1,1,114
"6665",2013,116,1,1,1,1,114
"6666",2013,116,1,2,1,1,114
"6667",2013,116,1,1,1,1,114
"6668",2013,116,1,1,1,1,114
"6669",2013,116,1,1,1,1,114
"6670",2013,116,1,1,1,1,114
"6671",2013,116,1,1,1,1,114
"6672",2013,116,1,1,1,1,114
"6673",2013,116,1,1,1,1,114
"6674",2013,116,1,1,1,1,114
"6675",2013,116,1,1,1,1,114
"6676",2013,116,1,1,1,1,114
"6677",2013,116,1,1,1,1,114
"6678",2013,116,1,1,1,1,114
"6679",2013,116,1,1,1,1,114
"6680",2013,116,1,1,1,1,114
"6681",2013,116,1,1,1,1,114
"6682",2013,116,1,1,1,1,114
"6683",2013,116,1,1,1,1,114
"6684",2013,116,1,2,1,1,114
"6685",2013,116,1,1,1,1,114
"6686",2013,116,1,1,1,1,114
"6687",2013,116,1,1,1,1,114
"6688",2013,116,1,1,1,1,114
"6689",2013,116,1,1,1,1,114
"6690",2013,116,1,1,1,1,114
"6691",2013,116,1,2,1,1,114
"6692",2013,116,1,1,1,1,114
"6693",2013,117,1,1,1,1,114
"6694",2013,117,1,1,1,1,114
"6695",2013,117,1,1,1,1,114
"6696",2013,117,1,1,1,1,114
"6697",2013,117,1,1,1,1,114
"6698",2013,117,1,1,1,1,114
"6699",2013,117,1,1,1,1,114
"6700",2013,117,1,1,1,1,114
"6701",2013,117,1,1,1,1,114
"6702",2013,117,1,2,1,1,114
"6703",2013,117,1,1,1,1,114
"6704",2013,117,1,1,1,1,114
"6705",2013,117,1,2,1,1,114
"6706",2013,117,1,2,1,1,114
"6707",2013,117,1,1,1,1,114
"6708",2013,117,1,2,1,1,114
"6709",2013,117,1,1,1,1,114
"6710",2013,117,1,1,1,1,114
"6711",2013,117,1,1,1,1,114
"6712",2013,117,1,1,1,1,114
"6713",2013,117,1,1,1,1,114
"6714",2013,117,1,1,1,1,114
"6715",2013,117,1,1,1,1,114
"6716",2013,117,1,1,1,1,114
"6717",2013,117,1,1,1,1,114
"6718",2013,117,1,1,1,1,114
"6719",2013,117,1,1,1,1,114
"6720",2013,117,1,1,1,1,114
"6721",2013,117,1,1,1,1,114
"6722",2013,117,1,1,1,1,114
"6723",2013,117,1,1,1,1,114
"6724",2013,117,1,1,1,1,114
"6725",2013,117,1,1,1,1,114
"6726",2013,117,1,1,1,1,114
"6727",2013,117,1,1,1,1,114
"6728",2013,117,1,1,1,1,114
"6729",2013,117,1,1,1,1,114
"6730",2013,117,1,1,1,1,114
"6731",2013,117,1,1,1,1,114
"6732",2013,117,1,1,1,1,114
"6733",2013,117,1,1,1,1,114
"6734",2013,117,1,1,1,1,114
"6735",2013,117,1,1,1,1,114
"6736",2013,117,1,1,1,1,114
"6737",2013,117,1,1,1,1,114
"6738",2013,117,1,1,1,1,114
"6739",2013,117,1,1,1,1,114
"6740",2013,117,1,2,1,1,114
"6741",2013,117,1,1,1,1,114
"6742",2013,117,1,1,1,1,114
"6743",2013,117,1,2,1,1,114
"6744",2013,117,1,2,1,1,114
"6745",2013,117,1,1,1,1,114
"6746",2013,117,1,1,1,1,114
"6747",2013,117,1,1,1,1,114
"6748",2013,117,1,1,1,1,114
"6749",2013,117,1,1,1,1,114
"6750",2013,117,1,1,1,1,114
"6751",2013,117,1,1,1,1,114
"6752",2013,117,1,1,1,1,114
"6753",2013,117,1,1,1,1,114
"6754",2013,117,1,1,1,1,114
"6755",2013,117,1,2,1,1,114
"6756",2013,117,1,1,1,1,114
"6757",2013,117,1,1,1,1,114
"6758",2013,117,1,1,1,1,114
"6759",2013,117,1,1,2,1,114
"6760",2013,117,1,1,2,1,114
"6761",2013,117,1,1,1,1,114
"6762",2013,118,1,2,1,1,114
"6763",2013,118,1,1,1,1,114
"6764",2013,118,1,1,1,1,114
"6765",2013,118,1,1,1,1,114
"6766",2013,118,1,1,1,1,114
"6767",2013,118,1,1,1,1,114
"6768",2013,118,1,1,1,1,114
"6769",2013,118,1,1,1,1,114
"6770",2013,118,1,1,1,1,114
"6771",2013,118,1,1,1,1,114
"6772",2013,118,1,1,1,1,114
"6773",2013,118,1,1,1,1,114
"6774",2013,118,1,1,1,1,114
"6775",2013,118,1,2,1,1,114
"6776",2013,118,1,1,1,1,114
"6777",2013,118,1,1,1,1,114
"6778",2013,118,1,2,1,1,114
"6779",2013,118,1,1,1,1,114
"6780",2013,118,1,2,1,1,114
"6781",2013,118,1,1,1,1,114
"6782",2013,118,1,1,1,1,114
"6783",2013,118,1,1,1,1,114
"6784",2013,118,1,1,1,1,114
"6785",2013,118,1,1,1,1,114
"6786",2013,118,1,1,1,1,114
"6787",2013,118,1,1,1,1,114
"6788",2013,118,1,1,1,1,114
"6789",2013,118,1,2,1,1,114
"6790",2013,118,1,1,1,1,114
"6791",2013,118,1,1,1,1,114
"6792",2013,118,1,2,1,1,114
"6793",2013,118,1,1,1,1,114
"6794",2013,118,1,1,1,1,114
"6795",2013,118,1,1,1,1,114
"6796",2013,118,1,1,1,1,114
"6797",2013,118,1,1,1,1,114
"6798",2013,118,1,1,1,1,114
"6799",2013,118,1,2,1,1,114
"6800",2013,118,1,1,1,1,114
"6801",2013,118,1,1,1,1,114
"6802",2013,118,1,1,1,1,114
"6803",2013,118,1,1,1,1,114
"6804",2013,118,1,1,1,1,114
"6805",2013,118,1,1,1,1,114
"6806",2013,118,1,2,1,1,114
"6807",2013,118,1,1,1,1,114
"6808",2013,118,1,1,1,1,114
"6809",2013,118,1,1,1,1,114
"6810",2013,118,1,1,1,1,114
"6811",2013,118,1,1,1,1,114
"6812",2013,118,1,2,1,1,114
"6813",2013,118,1,1,1,1,114
"6814",2013,118,1,1,1,1,114
"6815",2013,118,1,2,1,1,114
"6816",2013,118,1,1,1,1,114
"6817",2013,118,1,1,1,1,114
"6818",2013,118,1,1,1,1,114
"6819",2013,118,1,1,1,1,114
"6820",2013,118,1,2,1,1,114
"6821",2013,118,1,1,1,1,114
"6822",2013,118,1,1,1,1,114
"6823",2013,118,1,1,1,1,114
"6824",2013,118,1,1,1,1,114
"6825",2013,118,1,2,1,1,114
"6826",2013,118,1,1,1,1,114
"6827",2013,118,1,2,1,1,114
"6828",2013,118,1,1,1,1,114
"6829",2013,118,1,1,1,1,114
"6830",2013,118,1,1,1,1,114
"6831",2013,118,1,1,1,1,114
"6832",2013,118,1,1,1,1,114
"6833",2013,118,1,1,1,1,114
"6834",2013,118,1,1,1,1,114
"6835",2013,118,1,1,1,1,114
"6836",2013,118,1,NA,1,1,114
"6837",2013,118,1,NA,1,1,114
"6838",2013,118,1,2,1,1,114
"6839",2013,118,1,1,1,1,114
"6840",2013,118,1,1,1,1,114
"6841",2013,118,1,1,1,1,114
"6842",2013,118,1,1,1,1,114
"6843",2013,118,1,1,1,1,114
"6844",2013,118,1,1,1,1,114
"6845",2013,118,1,2,1,1,114
"6846",2013,118,1,1,1,1,114
"6847",2013,118,1,1,1,1,114
"6848",2013,118,1,1,1,1,114
"6849",2013,118,1,2,1,1,114
"6850",2013,118,1,1,1,1,114
"6851",2013,118,1,1,1,1,114
"6852",2013,118,1,2,1,1,114
"6853",2013,118,1,1,1,1,114
"6854",2013,118,1,1,1,1,114
"6855",2013,118,1,1,1,1,114
"6856",2013,118,1,1,1,1,114
"6857",2013,118,1,1,1,1,114
"6858",2013,118,1,1,1,1,114
"6859",2013,118,1,1,1,1,114
"6860",2013,118,1,1,1,1,114
"6861",2013,118,1,1,1,1,114
"6862",2013,118,1,1,1,1,114
"6863",2013,118,1,1,1,1,114
"6864",2013,118,1,1,1,1,114
"6865",2013,118,1,2,1,1,114
"6866",2013,118,1,1,1,1,114
"6867",2013,118,1,1,1,1,114
"6868",2013,118,1,1,1,1,114
"6869",2013,119,1,1,1,1,114
"6870",2013,119,1,1,1,1,114
"6871",2013,119,1,1,1,1,114
"6872",2013,119,1,1,1,1,114
"6873",2013,119,1,2,1,1,114
"6874",2013,119,1,1,1,1,114
"6875",2013,119,1,1,1,1,114
"6876",2013,119,1,1,1,1,114
"6877",2013,119,1,1,1,1,114
"6878",2013,119,1,2,1,1,114
"6879",2013,119,1,1,1,1,114
"6880",2013,119,1,1,1,1,114
"6881",2013,119,1,1,1,1,114
"6882",2013,119,1,1,1,1,114
"6883",2013,119,1,1,1,1,114
"6884",2013,119,1,1,1,1,114
"6885",2013,119,1,1,1,1,114
"6886",2013,119,1,1,1,1,114
"6887",2013,119,1,1,1,1,114
"6888",2013,119,1,1,1,1,114
"6889",2013,119,1,1,1,1,114
"6890",2013,119,1,1,1,1,114
"6891",2013,119,1,1,1,1,114
"6892",2013,119,1,1,1,1,114
"6893",2013,119,1,1,1,1,114
"6894",2013,119,1,1,1,1,114
"6895",2013,119,1,2,1,1,114
"6897",2013,119,1,2,1,1,114
"6898",2013,119,1,1,1,1,114
"6899",2013,119,1,2,1,1,114
"6900",2013,119,1,1,1,1,114
"6901",2013,119,1,2,1,1,114
"6902",2013,119,1,2,1,1,114
"6903",2013,119,1,1,1,1,114
"6904",2013,119,1,1,1,1,114
"6905",2013,119,1,1,1,1,114
"6906",2013,119,1,1,1,1,114
"6907",2013,119,1,1,1,1,114
"6908",2013,119,1,2,1,1,114
"6909",2013,119,1,1,1,1,114
"6910",2013,119,1,1,1,1,114
"6911",2013,119,1,1,1,1,114
"6912",2013,119,1,1,1,1,114
"6913",2013,119,1,2,1,1,114
"6914",2013,119,1,1,1,1,114
"6915",2013,119,1,2,1,1,114
"6916",2013,119,1,1,1,1,114
"6917",2013,119,1,1,1,1,114
"6918",2013,119,1,1,1,1,114
"6919",2013,119,1,1,1,1,114
"6920",2013,119,1,NA,1,1,114
"6921",2013,119,1,1,1,1,114
"6922",2013,119,1,1,1,1,114
"6923",2013,119,1,1,1,1,114
"6924",2013,119,1,1,1,1,114
"6925",2013,119,1,1,1,1,114
"6926",2013,119,1,1,1,1,114
"6927",2013,119,1,1,1,1,114
"6928",2013,119,1,1,1,1,114
"6929",2013,119,1,1,1,1,114
"6930",2013,119,1,1,1,1,114
"6931",2013,119,1,1,1,1,114
"6932",2013,119,1,1,1,1,114
"6933",2013,119,1,1,1,1,114
"6934",2013,119,1,1,1,1,114
"6935",2013,119,1,1,1,1,114
"6936",2013,119,1,1,1,1,114
"6937",2013,119,1,1,1,1,114
"6938",2013,120,1,1,1,1,114
"6939",2013,120,1,1,1,1,114
"6940",2013,120,1,1,1,1,114
"6941",2013,120,1,1,1,1,114
"6942",2013,120,1,1,1,1,114
"6943",2013,120,1,1,1,1,114
"6944",2013,120,1,1,1,1,114
"6945",2013,120,1,1,1,1,114
"6946",2013,120,1,1,1,1,114
"6947",2013,120,1,1,1,1,114
"6948",2013,120,1,1,1,1,114
"6949",2013,120,1,1,1,1,114
"6950",2013,120,1,1,1,1,114
"6951",2013,120,1,1,1,1,114
"6952",2013,120,1,2,1,1,114
"6953",2013,120,1,1,1,1,114
"6954",2013,120,1,1,1,1,114
"6955",2013,120,1,1,1,1,114
"6956",2013,120,1,1,1,1,114
"6957",2013,120,1,1,1,1,114
"6958",2013,120,1,2,1,1,114
"6959",2013,120,1,1,2,1,114
"6960",2013,120,1,1,1,1,114
"6961",2013,120,1,1,1,1,114
"6962",2013,120,1,1,1,1,114
"6963",2013,120,1,1,1,1,114
"6964",2013,120,1,1,1,1,114
"6965",2013,120,1,1,1,1,114
"6966",2013,120,1,1,1,1,114
"6967",2013,120,1,1,1,1,114
"6968",2013,120,1,1,1,1,114
"6969",2013,120,1,1,1,1,114
"6970",2013,120,1,1,1,1,114
"6971",2013,120,1,1,1,1,114
"6972",2013,120,1,1,1,1,114
"6973",2013,120,1,1,1,1,114
"6974",2013,120,1,1,1,1,114
"6975",2013,120,1,1,1,1,114
"6976",2013,120,1,1,1,1,114
"6977",2013,120,1,2,1,1,114
"6978",2013,120,1,1,1,1,114
"6979",2013,120,1,1,1,1,114
"6980",2013,120,1,1,1,1,114
"6981",2013,120,1,1,1,1,114
"6982",2013,120,1,1,1,1,114
"6983",2013,120,1,2,1,1,114
"6984",2013,120,1,1,1,1,114
"6985",2013,120,1,1,1,1,114
"6986",2013,120,1,1,1,1,114
"6987",2013,120,1,1,1,1,114
"6988",2013,120,1,1,1,1,114
"6989",2013,120,1,1,1,1,114
"6990",2013,120,1,2,1,1,114
"6991",2013,120,1,1,1,1,114
"6992",2013,120,1,1,1,1,114
"6993",2013,120,1,1,1,1,114
"6994",2013,120,1,1,1,1,114
"6995",2013,120,1,1,1,1,114
"6996",2013,120,1,1,1,1,114
"6997",2013,120,1,1,1,1,114
"6998",2013,120,1,1,1,1,114
"6999",2013,120,1,1,1,1,114
"7000",2013,120,1,1,1,1,114
"7001",2013,120,1,1,1,1,114
"7002",2013,120,1,1,1,1,114
"7003",2013,120,1,1,1,1,114
"7004",2013,120,1,1,1,1,114
"7005",2013,120,1,1,1,1,114
"7006",2013,120,1,1,1,1,114
"7007",2013,120,1,1,1,1,114
"7008",2013,120,1,1,1,1,114
"7009",2013,120,1,1,1,1,114
"7010",2013,120,1,1,1,1,114
"7011",2013,120,1,1,1,1,114
"7012",2013,120,1,1,1,1,114
"7013",2013,120,1,1,1,1,114
"7014",2013,120,1,1,1,1,114
"7015",2013,120,1,1,1,1,114
"7016",2013,120,1,1,1,1,114
"7017",2013,120,1,1,1,1,114
"7018",2013,120,1,1,1,1,114
"7019",2013,120,1,1,1,1,114
"7020",2013,120,1,1,1,1,114
"7021",2013,120,1,1,1,1,114
"7022",2013,120,1,1,1,1,114
"7023",2013,120,1,1,1,1,114
"7024",2013,120,1,1,1,1,114
"7025",2013,120,1,1,1,1,114
"7026",2013,120,1,2,1,1,114
"7027",2013,120,1,1,1,1,114
"7028",2013,120,1,1,1,1,114
"7029",2013,120,1,1,1,1,114
"7030",2013,120,1,2,1,1,114
"7031",2013,120,1,1,1,1,114
"7032",2013,120,1,1,1,1,114
"7033",2013,120,1,1,1,1,114
"7034",2013,120,1,1,1,1,114
"7035",2013,120,1,1,1,1,114
"7036",2013,120,1,1,1,1,114
"7037",2013,120,1,1,1,1,114
"7038",2013,120,1,1,1,1,114
"7039",2013,120,1,1,1,1,114
"7040",2013,120,1,1,1,1,114
"7041",2013,120,1,1,1,1,114
"7042",2013,120,1,1,1,1,114
"7043",2013,120,1,1,1,1,114
"7044",2013,120,1,1,1,1,114
"7045",2013,120,1,1,1,1,114
"7046",2013,120,1,1,1,1,114
"7047",2013,120,1,1,1,1,114
"7048",2013,120,1,1,1,1,114
"7049",2013,120,1,1,1,1,114
"7050",2013,120,1,1,1,1,114
"7051",2013,120,1,1,1,1,114
"7052",2013,120,1,2,1,1,114
"7053",2013,120,1,2,1,1,114
"7054",2013,120,1,1,1,1,114
"7055",2013,121,1,1,1,1,114
"7056",2013,121,1,1,1,1,114
"7057",2013,121,1,1,1,1,114
"7058",2013,121,1,1,1,1,114
"7059",2013,121,1,1,1,1,114
"7060",2013,121,1,1,1,1,114
"7061",2013,121,1,1,1,1,114
"7062",2013,121,1,1,1,1,114
"7063",2013,121,1,1,1,1,114
"7064",2013,121,1,1,1,1,114
"7065",2013,121,1,1,1,1,114
"7066",2013,121,1,1,1,1,114
"7067",2013,121,1,1,1,1,114
"7068",2013,121,1,1,1,1,114
"7069",2013,121,1,1,1,1,114
"7070",2013,121,1,1,1,1,114
"7071",2013,121,1,2,1,1,114
"7072",2013,121,1,1,1,1,114
"7073",2013,121,1,1,1,1,114
"7074",2013,121,1,1,1,1,114
"7075",2013,121,1,1,1,1,114
"7076",2013,121,1,1,1,1,114
"7077",2013,121,1,1,1,1,114
"7078",2013,121,1,1,1,1,114
"7079",2013,121,1,1,1,1,114
"7080",2013,121,1,1,1,1,114
